;ProbandId;TrialNumber;Condition;ShowNumberCount;BlockId;LayerChangeCount;Difference
0;2;-8;Combined Feedback;20;;;
1;2;-7;Combined Feedback;7;;;
2;2;-6;Visual Feedback;12;;;
3;2;-5;Visual Feedback;9;;;
4;2;-4;Tactile Feedback;23;;;
5;2;-3;Tactile Feedback;8;;;
6;2;-2;No Feedback;13;;;
7;2;-1;No Feedback;12;;;
8;2;0;No Feedback;21;-4.0;60.0;39.0
9;2;0;No Feedback;21;-4.0;60.0;39.0
10;2;0;No Feedback;21;-3.0;60.0;39.0
11;2;0;No Feedback;21;-3.0;60.0;39.0
12;2;0;No Feedback;21;-2.0;60.0;39.0
13;2;0;No Feedback;21;-2.0;60.0;39.0
14;2;0;No Feedback;21;-1.0;60.0;39.0
15;2;0;No Feedback;21;-1.0;60.0;39.0
16;2;0;No Feedback;21;0.0;60.0;39.0
17;2;1;No Feedback;8;0.0;19.0;11.0
18;2;2;No Feedback;12;0.0;43.0;31.0
19;2;3;No Feedback;13;0.0;40.0;27.0
20;2;4;No Feedback;18;0.0;32.0;14.0
21;2;5;No Feedback;12;0.0;62.0;50.0
22;2;6;No Feedback;8;0.0;20.0;12.0
23;2;7;No Feedback;11;0.0;42.0;31.0
24;2;8;No Feedback;10;0.0;22.0;12.0
25;2;9;No Feedback;11;0.0;24.0;13.0
26;2;10;No Feedback;12;0.0;44.0;32.0
27;2;11;No Feedback;9;0.0;21.0;12.0
28;2;12;No Feedback;8;0.0;14.0;6.0
29;2;13;No Feedback;7;0.0;33.0;26.0
30;2;14;No Feedback;12;0.0;30.0;18.0
31;2;15;No Feedback;7;0.0;15.0;8.0
32;2;16;No Feedback;12;0.0;24.0;12.0
33;2;17;No Feedback;11;0.0;30.0;19.0
34;2;18;No Feedback;11;0.0;25.0;14.0
35;2;19;No Feedback;11;0.0;31.0;20.0
36;2;20;No Feedback;7;0.0;10.0;3.0
37;2;21;Combined Feedback;8;1.0;13.0;5.0
38;2;22;Combined Feedback;8;1.0;20.0;12.0
39;2;23;Combined Feedback;10;1.0;20.0;10.0
40;2;24;Combined Feedback;8;1.0;15.0;7.0
41;2;25;Combined Feedback;7;1.0;13.0;6.0
42;2;26;Combined Feedback;9;1.0;13.0;4.0
43;2;27;Combined Feedback;8;1.0;16.0;8.0
44;2;28;Combined Feedback;8;1.0;14.0;6.0
45;2;29;Combined Feedback;8;1.0;12.0;4.0
46;2;30;Combined Feedback;7;1.0;13.0;6.0
47;2;31;Combined Feedback;8;1.0;14.0;6.0
48;2;32;Combined Feedback;7;1.0;16.0;9.0
49;2;33;Combined Feedback;7;1.0;12.0;5.0
50;2;34;Combined Feedback;7;1.0;14.0;7.0
51;2;35;Combined Feedback;8;1.0;22.0;14.0
52;2;36;Combined Feedback;8;1.0;15.0;7.0
53;2;37;Combined Feedback;7;1.0;13.0;6.0
54;2;38;Combined Feedback;10;1.0;12.0;2.0
55;2;39;Combined Feedback;7;1.0;13.0;6.0
56;2;40;Combined Feedback;7;1.0;12.0;5.0
57;2;41;Combined Feedback;8;1.0;13.0;5.0
58;2;42;Visual Feedback;11;2.0;18.0;7.0
59;2;43;Visual Feedback;8;2.0;14.0;6.0
60;2;44;Visual Feedback;7;2.0;12.0;5.0
61;2;45;Visual Feedback;11;2.0;18.0;7.0
62;2;46;Visual Feedback;7;2.0;11.0;4.0
63;2;47;Visual Feedback;7;2.0;19.0;12.0
64;2;48;Visual Feedback;7;2.0;13.0;6.0
65;2;49;Visual Feedback;7;2.0;13.0;6.0
66;2;50;Visual Feedback;9;2.0;14.0;5.0
67;2;51;Visual Feedback;7;2.0;14.0;7.0
68;2;52;Visual Feedback;8;2.0;18.0;10.0
69;2;53;Visual Feedback;12;2.0;23.0;11.0
70;2;54;Visual Feedback;7;2.0;12.0;5.0
71;2;55;Visual Feedback;7;2.0;14.0;7.0
72;2;56;Visual Feedback;7;2.0;13.0;6.0
73;2;57;Visual Feedback;7;2.0;12.0;5.0
74;2;58;Visual Feedback;7;2.0;13.0;6.0
75;2;59;Visual Feedback;7;2.0;14.0;7.0
76;2;60;Visual Feedback;12;2.0;19.0;7.0
77;2;61;Visual Feedback;8;2.0;14.0;6.0
78;2;62;Visual Feedback;7;2.0;11.0;4.0
79;2;63;Tactile Feedback;7;3.0;14.0;7.0
80;2;64;Tactile Feedback;8;3.0;12.0;4.0
81;2;65;Tactile Feedback;7;3.0;13.0;6.0
82;2;66;Tactile Feedback;7;3.0;17.0;10.0
83;2;67;Tactile Feedback;9;3.0;34.0;25.0
84;2;68;Tactile Feedback;7;3.0;20.0;13.0
85;2;69;Tactile Feedback;9;3.0;23.0;14.0
86;2;70;Tactile Feedback;9;3.0;22.0;13.0
87;2;71;Tactile Feedback;7;3.0;16.0;9.0
88;2;72;Tactile Feedback;7;3.0;14.0;7.0
89;2;73;Tactile Feedback;8;3.0;14.0;6.0
90;2;74;Tactile Feedback;9;3.0;28.0;19.0
91;2;75;Tactile Feedback;7;3.0;18.0;11.0
92;2;76;Tactile Feedback;7;3.0;18.0;11.0
93;2;77;Tactile Feedback;7;3.0;12.0;5.0
94;2;78;Tactile Feedback;10;3.0;24.0;14.0
95;2;79;Tactile Feedback;8;3.0;23.0;15.0
96;2;80;Tactile Feedback;7;3.0;13.0;6.0
97;2;81;Tactile Feedback;10;3.0;32.0;22.0
98;2;82;Tactile Feedback;8;3.0;12.0;4.0
99;2;83;Tactile Feedback;9;3.0;31.0;22.0
100;3;-8;Combined Feedback;6;;;
101;3;-7;Combined Feedback;9;;;
102;3;-6;Visual Feedback;15;;;
103;3;-5;Visual Feedback;7;;;
104;3;-4;Tactile Feedback;7;;;
105;3;-3;Tactile Feedback;7;;;
106;3;-2;No Feedback;7;;;
107;3;-1;No Feedback;7;;;
108;3;0;Tactile Feedback;6;-4.0;16.0;10.0
109;3;0;Tactile Feedback;6;-4.0;16.0;10.0
110;3;0;Tactile Feedback;6;-3.0;16.0;10.0
111;3;0;Tactile Feedback;6;-3.0;16.0;10.0
112;3;0;Tactile Feedback;6;-2.0;16.0;10.0
113;3;0;Tactile Feedback;6;-2.0;16.0;10.0
114;3;0;Tactile Feedback;6;-1.0;16.0;10.0
115;3;0;Tactile Feedback;6;-1.0;16.0;10.0
116;3;0;Tactile Feedback;6;0.0;16.0;10.0
117;3;1;Tactile Feedback;7;0.0;15.0;8.0
118;3;2;Tactile Feedback;7;0.0;14.0;7.0
119;3;3;Tactile Feedback;7;0.0;13.0;6.0
120;3;4;Tactile Feedback;8;0.0;16.0;8.0
121;3;5;Tactile Feedback;7;0.0;13.0;6.0
122;3;6;Tactile Feedback;7;0.0;15.0;8.0
123;3;7;Tactile Feedback;7;0.0;14.0;7.0
124;3;8;Tactile Feedback;6;0.0;14.0;8.0
125;3;9;Tactile Feedback;7;0.0;14.0;7.0
126;3;10;Tactile Feedback;7;0.0;17.0;10.0
127;3;11;Tactile Feedback;7;0.0;14.0;7.0
128;3;12;Tactile Feedback;7;0.0;13.0;6.0
129;3;13;Tactile Feedback;7;0.0;16.0;9.0
130;3;14;Tactile Feedback;7;0.0;13.0;6.0
131;3;15;Tactile Feedback;7;0.0;14.0;7.0
132;3;16;Tactile Feedback;7;0.0;14.0;7.0
133;3;17;Tactile Feedback;7;0.0;14.0;7.0
134;3;18;Tactile Feedback;6;0.0;16.0;10.0
135;3;19;Tactile Feedback;7;0.0;14.0;7.0
136;3;20;Tactile Feedback;7;0.0;14.0;7.0
137;3;21;Visual Feedback;7;1.0;14.0;7.0
138;3;22;Visual Feedback;7;1.0;14.0;7.0
139;3;23;Visual Feedback;7;1.0;18.0;11.0
140;3;24;Visual Feedback;7;1.0;16.0;9.0
141;3;25;Visual Feedback;7;1.0;13.0;6.0
142;3;26;Visual Feedback;7;1.0;16.0;9.0
143;3;27;Visual Feedback;7;1.0;14.0;7.0
144;3;28;Visual Feedback;7;1.0;13.0;6.0
145;3;29;Visual Feedback;7;1.0;14.0;7.0
146;3;30;Visual Feedback;7;1.0;14.0;7.0
147;3;31;Visual Feedback;7;1.0;16.0;9.0
148;3;32;Visual Feedback;7;1.0;14.0;7.0
149;3;33;Visual Feedback;7;1.0;14.0;7.0
150;3;34;Visual Feedback;7;1.0;16.0;9.0
151;3;35;Visual Feedback;7;1.0;14.0;7.0
152;3;36;Visual Feedback;7;1.0;14.0;7.0
153;3;37;Visual Feedback;7;1.0;16.0;9.0
154;3;38;Visual Feedback;7;1.0;14.0;7.0
155;3;39;Visual Feedback;7;1.0;16.0;9.0
156;3;40;Visual Feedback;7;1.0;14.0;7.0
157;3;41;Visual Feedback;7;1.0;14.0;7.0
158;3;42;No Feedback;7;2.0;14.0;7.0
159;3;43;No Feedback;7;2.0;13.0;6.0
160;3;44;No Feedback;7;2.0;14.0;7.0
161;3;45;No Feedback;7;2.0;14.0;7.0
162;3;46;No Feedback;7;2.0;13.0;6.0
163;3;47;No Feedback;7;2.0;16.0;9.0
164;3;48;No Feedback;7;2.0;12.0;5.0
165;3;49;No Feedback;7;2.0;14.0;7.0
166;3;50;No Feedback;7;2.0;14.0;7.0
167;3;51;No Feedback;7;2.0;13.0;6.0
168;3;52;No Feedback;7;2.0;12.0;5.0
169;3;53;No Feedback;7;2.0;15.0;8.0
170;3;54;No Feedback;7;2.0;13.0;6.0
171;3;55;No Feedback;7;2.0;14.0;7.0
172;3;56;No Feedback;7;2.0;13.0;6.0
173;3;57;No Feedback;7;2.0;14.0;7.0
174;3;58;No Feedback;7;2.0;15.0;8.0
175;3;59;No Feedback;7;2.0;13.0;6.0
176;3;60;No Feedback;7;2.0;10.0;3.0
177;3;61;No Feedback;7;2.0;15.0;8.0
178;3;62;No Feedback;7;2.0;12.0;5.0
179;3;63;Combined Feedback;7;3.0;16.0;9.0
180;3;64;Combined Feedback;7;3.0;16.0;9.0
181;3;65;Combined Feedback;7;3.0;13.0;6.0
182;3;66;Combined Feedback;7;3.0;16.0;9.0
183;3;67;Combined Feedback;7;3.0;14.0;7.0
184;3;68;Combined Feedback;7;3.0;14.0;7.0
185;3;69;Combined Feedback;7;3.0;16.0;9.0
186;3;70;Combined Feedback;7;3.0;14.0;7.0
187;3;71;Combined Feedback;7;3.0;16.0;9.0
188;3;72;Combined Feedback;7;3.0;13.0;6.0
189;3;73;Combined Feedback;7;3.0;14.0;7.0
190;3;74;Combined Feedback;7;3.0;14.0;7.0
191;3;75;Combined Feedback;7;3.0;12.0;5.0
192;3;76;Combined Feedback;7;3.0;14.0;7.0
193;3;77;Combined Feedback;7;3.0;18.0;11.0
194;3;78;Combined Feedback;7;3.0;14.0;7.0
195;3;79;Combined Feedback;7;3.0;14.0;7.0
196;3;80;Combined Feedback;7;3.0;13.0;6.0
197;3;81;Combined Feedback;7;3.0;14.0;7.0
198;3;82;Combined Feedback;7;3.0;14.0;7.0
199;3;83;Combined Feedback;7;3.0;14.0;7.0
200;4;-8;Combined Feedback;17;;;
201;4;-7;Combined Feedback;12;;;
202;4;-6;Visual Feedback;16;;;
203;4;-5;Visual Feedback;14;;;
204;4;-4;Tactile Feedback;9;;;
205;4;-3;Tactile Feedback;10;;;
206;4;-2;No Feedback;9;;;
207;4;-1;No Feedback;9;;;
208;4;0;Combined Feedback;10;-4.0;14.0;4.0
209;4;0;Combined Feedback;10;-4.0;14.0;4.0
210;4;0;Combined Feedback;10;-3.0;14.0;4.0
211;4;0;Combined Feedback;10;-3.0;14.0;4.0
212;4;0;Combined Feedback;10;-2.0;14.0;4.0
213;4;0;Combined Feedback;10;-2.0;14.0;4.0
214;4;0;Combined Feedback;10;-1.0;14.0;4.0
215;4;0;Combined Feedback;10;-1.0;14.0;4.0
216;4;0;Combined Feedback;10;0.0;14.0;4.0
217;4;1;Combined Feedback;15;0.0;18.0;3.0
218;4;2;Combined Feedback;12;0.0;14.0;2.0
219;4;3;Combined Feedback;13;0.0;14.0;1.0
220;4;4;Combined Feedback;11;0.0;14.0;3.0
221;4;5;Combined Feedback;10;0.0;14.0;4.0
222;4;6;Combined Feedback;8;0.0;14.0;6.0
223;4;7;Combined Feedback;11;0.0;14.0;3.0
224;4;8;Combined Feedback;8;0.0;14.0;6.0
225;4;9;Combined Feedback;8;0.0;13.0;5.0
226;4;10;Combined Feedback;9;0.0;14.0;5.0
227;4;11;Combined Feedback;10;0.0;14.0;4.0
228;4;12;Combined Feedback;11;0.0;14.0;3.0
229;4;13;Combined Feedback;9;0.0;18.0;9.0
230;4;14;Combined Feedback;9;0.0;14.0;5.0
231;4;15;Combined Feedback;9;0.0;18.0;9.0
232;4;16;Combined Feedback;7;0.0;14.0;7.0
233;4;17;Combined Feedback;8;0.0;14.0;6.0
234;4;18;Combined Feedback;9;0.0;14.0;5.0
235;4;19;Combined Feedback;8;0.0;14.0;6.0
236;4;20;Combined Feedback;10;0.0;18.0;8.0
237;4;21;Visual Feedback;8;1.0;14.0;6.0
238;4;22;Visual Feedback;8;1.0;16.0;8.0
239;4;23;Visual Feedback;7;1.0;13.0;6.0
240;4;24;Visual Feedback;8;1.0;13.0;5.0
241;4;25;Visual Feedback;8;1.0;14.0;6.0
242;4;26;Visual Feedback;7;1.0;13.0;6.0
243;4;27;Visual Feedback;7;1.0;13.0;6.0
244;4;28;Visual Feedback;9;1.0;13.0;4.0
245;4;29;Visual Feedback;8;1.0;18.0;10.0
246;4;30;Visual Feedback;7;1.0;14.0;7.0
247;4;31;Visual Feedback;9;1.0;15.0;6.0
248;4;32;Visual Feedback;8;1.0;16.0;8.0
249;4;33;Visual Feedback;8;1.0;14.0;6.0
250;4;34;Visual Feedback;7;1.0;13.0;6.0
251;4;35;Visual Feedback;8;1.0;13.0;5.0
252;4;36;Visual Feedback;8;1.0;13.0;5.0
253;4;37;Visual Feedback;15;1.0;30.0;15.0
254;4;38;Visual Feedback;9;1.0;20.0;11.0
255;4;39;Visual Feedback;7;1.0;14.0;7.0
256;4;40;Visual Feedback;9;1.0;14.0;5.0
257;4;41;Visual Feedback;9;1.0;14.0;5.0
258;4;42;No Feedback;9;2.0;15.0;6.0
259;4;43;No Feedback;7;2.0;13.0;6.0
260;4;44;No Feedback;8;2.0;16.0;8.0
261;4;45;No Feedback;11;2.0;24.0;13.0
262;4;46;No Feedback;8;2.0;18.0;10.0
263;4;47;No Feedback;8;2.0;15.0;7.0
264;4;48;No Feedback;8;2.0;18.0;10.0
265;4;49;No Feedback;14;2.0;22.0;8.0
266;4;50;No Feedback;9;2.0;13.0;4.0
267;4;51;No Feedback;7;2.0;22.0;15.0
268;4;52;No Feedback;10;2.0;17.0;7.0
269;4;53;No Feedback;8;2.0;14.0;6.0
270;4;54;No Feedback;9;2.0;24.0;15.0
271;4;55;No Feedback;9;2.0;20.0;11.0
272;4;56;No Feedback;7;2.0;11.0;4.0
273;4;57;No Feedback;7;2.0;14.0;7.0
274;4;58;No Feedback;8;2.0;22.0;14.0
275;4;59;No Feedback;7;2.0;18.0;11.0
276;4;60;No Feedback;7;2.0;14.0;7.0
277;4;61;No Feedback;10;2.0;30.0;20.0
278;4;62;No Feedback;7;2.0;14.0;7.0
279;4;63;Tactile Feedback;8;3.0;18.0;10.0
280;4;64;Tactile Feedback;7;3.0;13.0;6.0
281;4;65;Tactile Feedback;9;3.0;30.0;21.0
282;4;66;Tactile Feedback;14;3.0;45.0;31.0
283;4;67;Tactile Feedback;17;3.0;45.0;28.0
284;4;68;Tactile Feedback;8;3.0;16.0;8.0
285;4;69;Tactile Feedback;11;3.0;16.0;5.0
286;4;70;Tactile Feedback;9;3.0;13.0;4.0
287;4;71;Tactile Feedback;8;3.0;18.0;10.0
288;4;72;Tactile Feedback;7;3.0;13.0;6.0
289;4;73;Tactile Feedback;7;3.0;29.0;22.0
290;4;74;Tactile Feedback;10;3.0;18.0;8.0
291;4;75;Tactile Feedback;10;3.0;14.0;4.0
292;4;76;Tactile Feedback;7;3.0;13.0;6.0
293;4;77;Tactile Feedback;8;3.0;20.0;12.0
294;4;78;Tactile Feedback;9;3.0;17.0;8.0
295;4;79;Tactile Feedback;7;3.0;13.0;6.0
296;4;80;Tactile Feedback;11;3.0;28.0;17.0
297;4;81;Tactile Feedback;7;3.0;16.0;9.0
298;4;82;Tactile Feedback;8;3.0;17.0;9.0
299;4;83;Tactile Feedback;8;3.0;16.0;8.0
300;5;-8;Combined Feedback;15;;;
301;5;-7;Combined Feedback;9;;;
302;5;-6;Visual Feedback;12;;;
303;5;-5;Visual Feedback;8;;;
304;5;-4;Tactile Feedback;12;;;
305;5;-3;Tactile Feedback;10;;;
306;5;-2;No Feedback;15;;;
307;5;-1;No Feedback;7;;;
308;5;0;Visual Feedback;10;-4.0;18.0;8.0
309;5;0;Visual Feedback;10;-4.0;18.0;8.0
310;5;0;Visual Feedback;10;-3.0;18.0;8.0
311;5;0;Visual Feedback;10;-3.0;18.0;8.0
312;5;0;Visual Feedback;10;-2.0;18.0;8.0
313;5;0;Visual Feedback;10;-2.0;18.0;8.0
314;5;0;Visual Feedback;10;-1.0;18.0;8.0
315;5;0;Visual Feedback;10;-1.0;18.0;8.0
316;5;0;Visual Feedback;10;0.0;18.0;8.0
317;5;1;Visual Feedback;9;0.0;13.0;4.0
318;5;2;Visual Feedback;15;0.0;29.0;14.0
319;5;3;Visual Feedback;8;0.0;13.0;5.0
320;5;4;Visual Feedback;8;0.0;16.0;8.0
321;5;5;Visual Feedback;13;0.0;22.0;9.0
322;5;6;Visual Feedback;9;0.0;23.0;14.0
323;5;7;Visual Feedback;7;0.0;10.0;3.0
324;5;8;Visual Feedback;8;0.0;11.0;3.0
325;5;9;Visual Feedback;7;0.0;14.0;7.0
326;5;10;Visual Feedback;7;0.0;16.0;9.0
327;5;11;Visual Feedback;16;0.0;22.0;6.0
328;5;12;Visual Feedback;10;0.0;14.0;4.0
329;5;13;Visual Feedback;12;0.0;15.0;3.0
330;5;14;Visual Feedback;8;0.0;14.0;6.0
331;5;15;Visual Feedback;14;0.0;25.0;11.0
332;5;16;Visual Feedback;11;0.0;12.0;1.0
333;5;17;Visual Feedback;6;0.0;13.0;7.0
334;5;18;Visual Feedback;7;0.0;10.0;3.0
335;5;19;Visual Feedback;7;0.0;10.0;3.0
336;5;20;Visual Feedback;7;0.0;12.0;5.0
337;5;21;Tactile Feedback;7;1.0;9.0;2.0
338;5;22;Tactile Feedback;8;1.0;14.0;6.0
339;5;23;Tactile Feedback;7;1.0;8.0;1.0
340;5;24;Tactile Feedback;8;1.0;11.0;3.0
341;5;25;Tactile Feedback;7;1.0;12.0;5.0
342;5;26;Tactile Feedback;10;1.0;28.0;18.0
343;5;27;Tactile Feedback;9;1.0;16.0;7.0
344;5;28;Tactile Feedback;12;1.0;26.0;14.0
345;5;29;Tactile Feedback;9;1.0;18.0;9.0
346;5;30;Tactile Feedback;11;1.0;21.0;10.0
347;5;31;Tactile Feedback;10;1.0;21.0;11.0
348;5;32;Tactile Feedback;12;1.0;22.0;10.0
349;5;33;Tactile Feedback;9;1.0;14.0;5.0
350;5;34;Tactile Feedback;6;1.0;12.0;6.0
351;5;35;Tactile Feedback;7;1.0;11.0;4.0
352;5;36;Tactile Feedback;5;1.0;15.0;10.0
353;5;37;Tactile Feedback;7;1.0;22.0;15.0
354;5;38;Tactile Feedback;9;1.0;14.0;5.0
355;5;39;Tactile Feedback;7;1.0;17.0;10.0
356;5;40;Tactile Feedback;7;1.0;20.0;13.0
357;5;41;Tactile Feedback;8;1.0;23.0;15.0
358;5;42;Combined Feedback;8;2.0;19.0;11.0
359;5;43;Combined Feedback;7;2.0;9.0;2.0
360;5;44;Combined Feedback;8;2.0;15.0;7.0
361;5;45;Combined Feedback;9;2.0;13.0;4.0
362;5;46;Combined Feedback;8;2.0;10.0;2.0
363;5;47;Combined Feedback;12;2.0;16.0;4.0
364;5;48;Combined Feedback;8;2.0;11.0;3.0
365;5;49;Combined Feedback;11;2.0;19.0;8.0
366;5;50;Combined Feedback;7;2.0;10.0;3.0
367;5;51;Combined Feedback;7;2.0;12.0;5.0
368;5;52;Combined Feedback;11;2.0;17.0;6.0
369;5;53;Combined Feedback;15;2.0;19.0;4.0
370;5;54;Combined Feedback;10;2.0;18.0;8.0
371;5;55;Combined Feedback;7;2.0;9.0;2.0
372;5;56;Combined Feedback;8;2.0;9.0;1.0
373;5;57;Combined Feedback;8;2.0;12.0;4.0
374;5;58;Combined Feedback;8;2.0;19.0;11.0
375;5;59;Combined Feedback;8;2.0;13.0;5.0
376;5;60;Combined Feedback;8;2.0;12.0;4.0
377;5;61;Combined Feedback;7;2.0;12.0;5.0
378;5;62;Combined Feedback;11;2.0;16.0;5.0
379;5;63;No Feedback;7;3.0;12.0;5.0
380;5;64;No Feedback;9;3.0;14.0;5.0
381;5;65;No Feedback;9;3.0;12.0;3.0
382;5;66;No Feedback;8;3.0;13.0;5.0
383;5;67;No Feedback;7;3.0;11.0;4.0
384;5;68;No Feedback;7;3.0;12.0;5.0
385;5;69;No Feedback;7;3.0;14.0;7.0
386;5;70;No Feedback;7;3.0;14.0;7.0
387;5;71;No Feedback;9;3.0;19.0;10.0
388;5;72;No Feedback;7;3.0;12.0;5.0
389;5;73;No Feedback;6;3.0;15.0;9.0
390;5;74;No Feedback;8;3.0;16.0;8.0
391;5;75;No Feedback;9;3.0;21.0;12.0
392;5;76;No Feedback;7;3.0;13.0;6.0
393;5;77;No Feedback;7;3.0;14.0;7.0
394;5;78;No Feedback;11;3.0;64.0;53.0
395;5;79;No Feedback;7;3.0;13.0;6.0
396;5;80;No Feedback;7;3.0;12.0;5.0
397;5;81;No Feedback;9;3.0;24.0;15.0
398;5;82;No Feedback;9;3.0;22.0;13.0
399;5;83;No Feedback;15;3.0;38.0;23.0
400;6;-8;Combined Feedback;18;;;
401;6;-7;Combined Feedback;10;;;
402;6;-6;Visual Feedback;13;;;
403;6;-5;Visual Feedback;25;;;
404;6;-4;Tactile Feedback;14;;;
405;6;-3;Tactile Feedback;10;;;
406;6;-2;No Feedback;9;;;
407;6;-1;No Feedback;7;;;
408;6;0;Tactile Feedback;8;-4.0;20.0;12.0
409;6;0;Tactile Feedback;8;-4.0;20.0;12.0
410;6;0;Tactile Feedback;8;-3.0;20.0;12.0
411;6;0;Tactile Feedback;8;-3.0;20.0;12.0
412;6;0;Tactile Feedback;8;-2.0;20.0;12.0
413;6;0;Tactile Feedback;8;-2.0;20.0;12.0
414;6;0;Tactile Feedback;8;-1.0;20.0;12.0
415;6;0;Tactile Feedback;8;-1.0;20.0;12.0
416;6;0;Tactile Feedback;8;0.0;20.0;12.0
417;6;1;Tactile Feedback;6;0.0;15.0;9.0
418;6;2;Tactile Feedback;7;0.0;17.0;10.0
419;6;3;Tactile Feedback;7;0.0;18.0;11.0
420;6;4;Tactile Feedback;8;0.0;16.0;8.0
421;6;5;Tactile Feedback;12;0.0;29.0;17.0
422;6;6;Tactile Feedback;7;0.0;17.0;10.0
423;6;7;Tactile Feedback;11;0.0;27.0;16.0
424;6;8;Tactile Feedback;7;0.0;24.0;17.0
425;6;9;Tactile Feedback;7;0.0;12.0;5.0
426;6;10;Tactile Feedback;7;0.0;16.0;9.0
427;6;11;Tactile Feedback;10;0.0;18.0;8.0
428;6;12;Tactile Feedback;7;0.0;16.0;9.0
429;6;13;Tactile Feedback;7;0.0;11.0;4.0
430;6;14;Tactile Feedback;8;0.0;23.0;15.0
431;6;15;Tactile Feedback;7;0.0;12.0;5.0
432;6;16;Tactile Feedback;7;0.0;14.0;7.0
433;6;17;Tactile Feedback;9;0.0;19.0;10.0
434;6;18;Tactile Feedback;8;0.0;18.0;10.0
435;6;19;Tactile Feedback;7;0.0;15.0;8.0
436;6;20;Tactile Feedback;7;0.0;19.0;12.0
437;6;21;Visual Feedback;7;1.0;13.0;6.0
438;6;22;Visual Feedback;7;1.0;13.0;6.0
439;6;23;Visual Feedback;8;1.0;13.0;5.0
440;6;24;Visual Feedback;7;1.0;26.0;19.0
441;6;25;Visual Feedback;11;1.0;30.0;19.0
442;6;26;Visual Feedback;7;1.0;18.0;11.0
443;6;27;Visual Feedback;7;1.0;21.0;14.0
444;6;28;Visual Feedback;7;1.0;13.0;6.0
445;6;29;Visual Feedback;7;1.0;13.0;6.0
446;6;30;Visual Feedback;8;1.0;18.0;10.0
447;6;31;Visual Feedback;8;1.0;14.0;6.0
448;6;32;Visual Feedback;7;1.0;17.0;10.0
449;6;33;Visual Feedback;10;1.0;20.0;10.0
450;6;34;Visual Feedback;7;1.0;13.0;6.0
451;6;35;Visual Feedback;7;1.0;11.0;4.0
452;6;36;Visual Feedback;9;1.0;18.0;9.0
453;6;37;Visual Feedback;7;1.0;11.0;4.0
454;6;38;Visual Feedback;7;1.0;13.0;6.0
